title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
informal cross-border trade in africa,teacher unions and educational accountability,repec,jstor,5.0,5,0,28,0.7549921689862529,0.046503443,0.25,0.798131253926955,0.29367152,0.44726759083039314
collateral constraints and asset prices,ethics and the professional patriots,elsevier,jstor,5.0,5,0,15,0.9131656041213185,0.042580813,0.0875,0.9653424745304663,0.288908,0.44725015976373617
matching human resources to strategies,adjusting to sanctions,semantic_scholar,jstor,5.0,3,0,22,0.7840702021320191,0.08286066,0.175,0.8288707609175003,0.33782274,0.44723116540903374
assessing russia's non-fuel trade elasticities,discrimination under market interdependence,semantic_scholar,jstor,5.0,4,0,33,0.7068870245921361,0.036775637,0.3125,0.7472774559767504,0.28185833,0.44721192699377604
the cost of being homosexual,employee choice of health insurance,semantic_scholar,jstor,5.0,5,0,19,0.8621631183937564,0.04563782,0.1375,0.9114257856437608,0.29262033,0.4471820388975754
productiviteitstrends in de ziekenhuiszorg,nuevo impulso para cofides,semantic_scholar,jstor,4.0,4,0,30,0.7171371656006361,0.058584675,0.275,0.758113274190636,0.30834267,0.44715197987483996
european labour costs survey,haiti's past mortgages its future,semantic_scholar,jstor,4.0,5,0,27,0.7123886979607362,0.09357172,0.2375,0.753093486453296,0.35083,0.44714115839044294
microeconomics of market failures,unreal-politik,semantic_scholar,jstor,4.0,1,0,25,0.6064784348631227,0.20625797,0.2125,0.6411316747124763,0.48767316,0.4471016127088259
analiza wybranych strategii rozwoju firmy,keynes and the economic system,semantic_scholar,jstor,5.0,5,0,33,0.5953181572789538,0.13357814,0.3125,0.629333716126514,0.3994127,0.4470821359065614
canadian copyright law,democracy and battlefield military effectiveness,semantic_scholar,jstor,3.0,5,0,34,0.6706346476023917,0.057586774,0.325,0.7089536742301026,0.30713084,0.44702817254368593
strategic investment under incomplete information,consequences of abusive supervision,scopus,jstor,5.0,4,0,30,0.7545050145520831,0.02552631,0.275,0.7976162642418009,0.26819748,0.44693791370188735
human resource management,introductory remarks by chairman,scopus,jstor,3.0,4,0,21,0.7393634152248906,0.13121657,0.1625,0.7816094973455316,0.3965449,0.44688480028743366
price dynamics with circuit breakers,psychological aspects of aging,semantic_scholar,jstor,5.0,4,0,30,0.647150228929434,0.11880797,0.275,0.6841273921928188,0.38147622,0.44686787188719973
the neo-keynesian approach,civil liberties outside the courts,semantic_scholar,jstor,3.0,5,0,32,0.5866659766167746,0.15086947,0.3,0.6201871632418928,0.42041087,0.44686601158254335
thresholds in institutional spaces,maintenance and foreign divorces,repec,jstor,4.0,4,0,26,0.7273238618387273,0.09000879,0.225,0.7688820224980489,0.34650326,0.4467950934165046
real estate fund active management,front matter,semantic_scholar,jstor,5.0,2,0,26,0.7266479487202248,0.09052186,0.225,0.7681674887492546,0.34712633,0.44676460788495964
politics and imf conditionality,middle east peace through partition,repec,jstor,4.0,5,0,24,0.7419354838709677,0.09774076,0.2,0.7843285300163423,0.35589278,0.44674043581975814
portfolio insurance trading rules,the population threat,semantic_scholar,jstor,4.0,3,0,22,0.7287925259999315,0.12976818,0.175,0.7704346038581356,0.394786,0.44674020136996856
the end of rational economics,indo-china on the razor's edge,semantic_scholar,jstor,5.0,5,0,13,0.9092910293878659,0.06490441,0.0625,0.9612465125887729,0.31601715,0.4465878878225597
the development of biodiesel industrialization,market performance and conjectural variation,semantic_scholar,jstor,5.0,5,0,32,0.7410408407095296,0.015619636,0.3,0.783382768328225,0.25616705,0.4465166075015185
quasi-hyperbolic discounting,the anglo-american partnership,semantic_scholar,jstor,2.0,3,0,24,0.6930264888773837,0.13975358,0.2,0.7326249506865715,0.406912,0.4465123165579232
individual and collective wants,the development of air transport,semantic_scholar,jstor,4.0,5,0,29,0.6709594777102835,0.10745402,0.2625,0.7092970646280097,0.36768827,0.44649511101703004
looking for green shoots,"the ""standby"" concept on railways",semantic_scholar,jstor,4.0,5,0,25,0.6559132733999383,0.16159242,0.2125,0.693391143472322,0.43343252,0.44644122096940153
environmentally responsible food choice,semiconductors and managed trade,semantic_scholar,jstor,4.0,4,0,27,0.7340484303360832,0.072772875,0.2375,0.7759908224398004,0.3255724,0.446354407908324
the spanish productivity puzzle,adaptive expectations and cobweb phenomena,semantic_scholar,jstor,4.0,5,0,31,0.7182046956349348,0.04517722,0.2875,0.7592418012401596,0.292061,0.44626760076751754
free trade improves your health,making regionalism safe,semantic_scholar,jstor,5.0,3,0,28,0.624419751156586,0.15763295,0.25,0.6600981300727076,0.4286242,0.4462407809381865
domestic jobs and foreign wages,informative advertising competition,scopus,jstor,5.0,3,0,22,0.7528171994234857,0.1075702,0.175,0.7958320099669611,0.36782935,0.44622045419474166
airline earnings perspective,doctrinal rationality after woollin,semantic_scholar,jstor,3.0,4,0,27,0.6520899009630904,0.14366256,0.2375,0.6893493094472769,0.41165897,0.4461694273163439
the ecological transformation of cuba,morris cohen's case for liberalism,semantic_scholar,jstor,5.0,5,0,21,0.8067793113007158,0.07071574,0.1625,0.8528774334644657,0.32307428,0.44615057156004445
on interpersonal comparison of value,the sources of american legitimacy,semantic_scholar,jstor,5.0,5,0,20,0.8169442952679604,0.07206963,0.15,0.8636232288954538,0.32471845,0.44611389147830943
editorial note,health and welfare services,elsevier,jstor,2.0,4,0,21,0.6772119393918102,0.1833827,0.1625,0.7159067823005886,0.45989403,0.4461002711956094
remarks on population ethics,custody appeals,semantic_scholar,jstor,4.0,2,0,17,0.7290148043997554,0.179351,0.1125,0.770669582901972,0.45499805,0.4460558763539055
co-movements of oecd growth cycles,south viet nam finds itself,semantic_scholar,jstor,5.0,5,0,25,0.6557892373388906,0.16069566,0.2125,0.6932600201825677,0.4323435,0.4460345109853605
the fda's imprudent caution,hats and the fur trade,semantic_scholar,jstor,4.0,5,0,13,0.8574929257125441,0.10811311,0.0625,0.9064887453751956,0.36848867,0.4458258049235475
normal backwardation is normal,keynes and the monetarists,scopus,jstor,4.0,4,0,24,0.6428695435311895,0.18119586,0.2,0.6796021150509973,0.4572384,0.4456135069979714
the threat of soviet imperialism,development policies for southern italy,semantic_scholar,jstor,5.0,5,0,17,0.8887566105095206,0.03906336,0.1125,0.9395387887721919,0.2846365,0.44555842875658347
trade and immigration,market value and patent citations,repec,jstor,3.0,5,0,22,0.8240220541217403,0.043873284,0.175,0.8711053999443867,0.29047754,0.44552764800455896
agriculture and the canadian economy,nearer-normality and some econometric models,semantic_scholar,jstor,5.0,5,0,22,0.837234458477157,0.03199478,0.175,0.8850727406516924,0.2760526,0.4453751116121893
the evolutionary limits of liberalism,irving fisher's econometrics,semantic_scholar,jstor,5.0,3,0,23,0.7734807328349147,0.07716546,0.1875,0.8176762257213707,0.33090666,0.44536096169535694
mortgage risk since 1990,the human dimensions of desertification,repec,jstor,4.0,5,0,31,0.7373924194978859,0.026041975,0.2875,0.7795258819708303,0.26882365,0.44528317847679305
theoretical aspects of rationing,the political constitution,semantic_scholar,jstor,4.0,3,0,14,0.8719701705447173,0.08374789,0.075,0.9217931975880242,0.3389002,0.44523113535374326
badanie dynamiki skutków wyborów edukacyjnych,optimal pricing with intermodal competition,semantic_scholar,jstor,5.0,5,0,42,0.5877957013699354,0.04271231,0.425,0.6213814387203302,0.28906766,0.44514969817403444
teilzeitarbeit und arbeitsvolumen,political knowledge and political education,repec,jstor,3.0,5,0,34,0.7507122494336136,-0.017061763,0.325,0.7936067863899723,0.21647964,0.44502881018977214
figures and tables,the monetary appreciation of paintings,semantic_scholar,jstor,3.0,5,0,30,0.7221581446741189,0.048896816,0.275,0.7634211442434348,0.296578,0.4449997114328397
hauptprobleme der 5. kartellnovelle,new board members elected,repec,jstor,4.0,4,0,22,0.8106434833777776,0.053481385,0.175,0.8569623983580698,0.30214536,0.4447025867527998
the global economic order,the colonel in his labyrinth,semantic_scholar,jstor,4.0,5,0,19,0.7897065047448726,0.102412984,0.1375,0.834829113145112,0.3615666,0.4446319054429528
digital connectivity,britain's economic problem,repec,jstor,2.0,3,0,20,0.6847367880174606,0.1834303,0.15,0.7238615891395325,0.45995185,0.44460447897706806
is anything beyond capital,el principio confederal,semantic_scholar,jstor,4.0,3,0,21,0.6998542122237652,0.15992819,0.1625,0.739842799585893,0.43141153,0.44458477804456625
measuring urban competitiveness in china,foreign investments of american coporations,semantic_scholar,jstor,5.0,5,0,13,0.8976906560180992,0.06984933,0.0625,0.9489833118246318,0.32202214,0.4445018172835748
optimistic and pessimistic conclusions,maintenance costs and economic development,semantic_scholar,jstor,4.0,5,0,26,0.7248953379825301,0.08633064,0.225,0.7663147365444201,0.34203663,0.4444504570760097
insider trading with product differentiation,the habitual prisoner,repec,jstor,5.0,3,0,29,0.8002796413147881,-0.010216633,0.2625,0.8460063823872798,0.22479218,0.44443285494426865
economists and white house decisions,democracy in africa,semantic_scholar,jstor,5.0,3,0,31,0.5902319861938523,0.15188596,0.2875,0.623956929091372,0.42164522,0.4443673843952543
energy for the long haul,american government and politics,semantic_scholar,jstor,5.0,4,0,24,0.7087835840655705,0.12041385,0.2,0.7492823819254681,0.38342634,0.4442362401198958
presentazione presentazione,"surveying the ""occasional papers""",scopus,jstor,2.0,4,0,22,0.7594748109061907,0.09660513,0.175,0.8028700270737936,0.35451367,0.44412790068274505
16. global political economy,postwar treatment of germany,semantic_scholar,jstor,4.0,4,0,28,0.552793231817157,0.21468335,0.25,0.5843789821886152,0.49790472,0.44409456670360864
monetary policy and price stability,guidelines for contributors,semantic_scholar,jstor,5.0,3,0,22,0.7497830802557667,0.104784876,0.175,0.7926245259222631,0.36444694,0.44402382132004514
quantitative easing with heterogeneous agents,forensic immunity post-osman,semantic_scholar,jstor,5.0,3,0,35,0.6853327256350528,0.027001187,0.3375,0.7244915777109764,0.2699885,0.44399336158112357
merton unraveled,the health of america's children,semantic_scholar,jstor,2.0,5,0,22,0.6847367880174606,0.16130799,0.175,0.7238615891395325,0.4330871,0.44398289988631384
the feudal system in persia,the efficiency case for universality,semantic_scholar,jstor,5.0,5,0,17,0.8647908694379514,0.05597383,0.1125,0.9142036823188049,0.30517212,0.44395859929438375
hong kong's interest-rate cartel,europe's divided muslims,semantic_scholar,jstor,4.0,3,0,32,0.5109461263115449,0.20951897,0.3,0.540140797790949,0.49163324,0.4439246780663942
the boston transportation planning review,the balanced-unbalanced growth controversy revisited,semantic_scholar,jstor,5.0,5,0,25,0.8544222635535718,-0.017442785,0.2125,0.9032426303292378,0.21601693,0.44391985455039684
derivation of regional shadow prices,factors determining arms aid,semantic_scholar,jstor,5.0,4,0,14,0.8802853763127046,0.073225506,0.075,0.9305835213541311,0.32612208,0.4439018655578071
deregulatin and the courts,privacy and the press,semantic_scholar,jstor,4.0,4,0,15,0.783015397749695,0.1475036,0.0875,0.827755686644025,0.41632342,0.443859703343215
public mosquito abatement,property theory in hobbes,elsevier,jstor,3.0,4,0,22,0.6456601493734929,0.19449323,0.175,0.6825521717954588,0.47338638,0.4436461829638783
of winners and losers,on monopoly welfare losses,semantic_scholar,jstor,4.0,4,0,13,0.8432740427115678,0.11502307,0.0625,0.891457417389042,0.37687993,0.4436124492950859
rechtsfragen der schweizerischen statistik,bureaucracy and the future,repec,jstor,4.0,4,0,30,0.6633249580710799,0.09639126,0.275,0.7012263203434044,0.35425395,0.44349342269274566
the constitutional structure of china,the professions in society,semantic_scholar,jstor,5.0,4,0,21,0.7898644934440116,0.07883883,0.1625,0.8349961290741903,0.33293876,0.4434782965310727
essays on benchmarking credit performance,the soviet challenge in indonesia,semantic_scholar,jstor,5.0,5,0,22,0.8141213374445365,0.04722669,0.175,0.860638971627703,0.29454982,0.44339626481167166
japanese labor relations,the gorbachev succession,semantic_scholar,jstor,3.0,3,0,18,0.6678230711206282,0.21571188,0.125,0.7059814486162733,0.49915373,0.4433783939565841
union power after the election,competition and the ratchet effect,semantic_scholar,jstor,5.0,5,0,16,0.8890520422532004,0.043671113,0.1,0.9398511010288205,0.29023203,0.44336104452209363
short- and long-horizon behavioral factors,the ramsey rule revisited,scopus,jstor,5.0,4,0,31,0.5745944049142231,0.16295582,0.2875,0.6074258406009397,0.4350882,0.4433380093523569
structural adjustment and farmer,advantageous semi-collusion,semantic_scholar,jstor,4.0,2,0,25,0.6538155301572053,0.1557113,0.2125,0.6911735384248585,0.42629063,0.44332138990636966
insurance law and moral hazard,computer applications in pre-college economics,semantic_scholar,jstor,5.0,5,0,36,0.6076585318684744,0.08264968,0.35,0.6423792006356941,0.33756655,0.44331525172735003
regional data,imports in the american economy,repec,jstor,2.0,5,0,26,0.6627565645149562,0.13733223,0.225,0.7006254496585043,0.40397158,0.4431990107698809
on environmental policy and permitting,schumpeter and the underdeveloped countries,semantic_scholar,jstor,5.0,5,0,29,0.7285503157865602,0.04917506,0.2625,0.7701785541277502,0.29691586,0.44319813770391453
equality of talent,the singapore minority dilemma,scopus,jstor,3.0,4,0,22,0.6972522601510263,0.14843445,0.175,0.7370921759956359,0.41745383,0.4431820004898071
the new liberal state,multi-sectoral growth and technological change,semantic_scholar,jstor,4.0,5,0,29,0.7566682410078793,0.02459317,0.2625,0.7999030941118522,0.26706427,0.44315578915641457
maynard keynes resurrected,modernization of chinese agriculture,semantic_scholar,jstor,3.0,4,0,24,0.7352060597618596,0.09472635,0.2,0.7772145970206921,0.35223213,0.44314890846747373
inflation and bond yields,economic sanctions against south africa,semantic_scholar,jstor,4.0,5,0,28,0.7329082352335687,0.055509597,0.25,0.7747854783524397,0.30460837,0.44313128439550015
fighting the recession,penetrating the new markets,semantic_scholar,jstor,3.0,4,0,21,0.7831560082980488,0.08378023,0.1625,0.8279043314616575,0.33893946,0.4431145965311492
xviii aiel conference,hobbes's concept of representation--ii,semantic_scholar,jstor,3.0,4,0,25,0.7476642177683739,0.07342166,0.2125,0.7903845949091609,0.3263603,0.443081626730432
reputation in repeated second-price auctions,the analogy to apartheid,elsevier,jstor,5.0,4,0,32,0.757831436205236,-0.007602457,0.3,0.8011327524839048,0.22796677,0.4430331743378839
environmental law and private law,ecosystem externalities in fisheries,semantic_scholar,jstor,5.0,4,0,33,0.6164365089335708,0.10512784,0.3125,0.6516587377351512,0.36486343,0.44300738774279713
shaanxi agricultural industrialization operation,lessons from german history,semantic_scholar,jstor,4.0,4,0,35,0.6422250023862875,0.06207921,0.3375,0.6789207458218584,0.31258634,0.4430023610499385
expectation and cardinality,linear social interactions models,semantic_scholar,jstor,3.0,4,0,18,0.8360171835451684,0.06832357,0.125,0.8837859125126052,0.3201693,0.4429850707845107
